time,speed_vx,speed_vy,speed_vz,angle_phi,angle_theta,angle_psi,product_gps_longitude,product_gps_latitude,altitude
0,0.0,0.0,0.0,-0.0154153332114219,-0.020464327186346,0.0633536800742149,117.44923350000003,39.25737166666713,0.0
100,0.0,0.0,0.0,-0.015407531987875651,-0.0204905122518539,0.06335890665650365,117.44923350000003,39.257371750000495,0.0
200,0.0,0.0,0.0,-0.0153997307643294,-0.0205166973173618,0.0633641332387924,117.44923350000003,39.257371833333856,0.0
300,0.0,0.0,0.0,-0.0153997307643294,-0.0205166973173618,0.0633641332387924,117.44923350000003,39.257371833333856,0.0
400,0.0,0.0,0.0,-0.0154451411217451,-0.0205361917614936,0.0633068308234214,117.44923350000003,39.257371833333856,0.0
500,0.0,0.0,0.0,-0.01549790753051635,-0.0206036698073148,0.06331272795796389,117.44923350000003,39.257371833333856,0.0
600,0.0,0.0,0.0,-0.0155506739392876,-0.020671147853136,0.0633186250925064,117.44923350000003,39.257371833333856,0.0
700,0.0,0.0,0.0,-0.01551815867424005,-0.0206410959362983,0.0633219480514526,117.44923350000003,39.257371833333856,0.0
800,0.0,0.0,0.0,-0.0154856434091925,-0.0206110440194606,0.0633252710103988,117.44923350000003,39.257371833333856,0.0
900,0.0,0.0,0.0,-0.0154789485968649,-0.02057969290763135,0.0634146556258201,117.44923341666656,39.25737191666722,0.0
1000,0.0,0.0,0.0,-0.0154722537845373,-0.0205483417958021,0.0635040402412414,117.44923333333308,39.25737200000058,0.0
1100,0.0,0.0,0.0,-0.0154722537845373,-0.0205483417958021,0.0635040402412414,117.44923333333308,39.25737200000058,0.0
1200,0.0,0.0,0.0,-0.0155958691611886,-0.0205547772347927,0.0632364228367805,117.44923333333308,39.25737200000058,0.0
1300,0.0,0.0,0.0,-0.0155958691611886,-0.0205547772347927,0.0632364228367805,117.44923333333308,39.25737200000058,0.0
1400,0.0,0.0,0.0,-0.0153786912560462,-0.0203983299434185,0.063341423869133,117.44923316666612,39.25737200000058,0.0
1500,0.0,0.0,0.0,-0.0153786912560462,-0.0203983299434185,0.063341423869133,117.44923316666612,39.25737200000058,0.0
1600,0.0,0.0,0.0,-0.0163123961538076,-0.0202579088509082,0.062953196465969,117.44923316666612,39.25737216666685,5.630640589515679e-05
1700,0.0,0.0,0.0,-0.014230661094188649,-0.01639427104964845,0.0649226568639278,117.44923316666612,39.25737216666685,8.20527729956284e-05
1800,0.0,0.0,0.0,-0.0121489260345697,-0.0125306332483887,0.0668921172618866,117.44923316666612,39.25737216666685,0.0001077991400961
1900,0.0,0.0,0.0,-0.0121489260345697,-0.0125306332483887,0.0668921172618866,117.44923316666612,39.25737216666685,0.0001077991400961
2000,-0.03051763941656863,-0.01624708752727729,-0.11910888904108184,-0.007746479579440764,0.05555982469528345,0.05197353344762092,117.44923316243339,39.257372160336274,0.006926124641190684
2100,-0.0317144095897674,-0.0168842282146215,-0.1237798258662223,-0.0075738346204161,0.0582300387322902,0.0513884909451007,117.4492331622674,39.25737216008802,0.0071935099549591
2200,-0.1042425706982612,-0.10022300481796262,-0.6395816206932068,0.009552989155054,-0.0136055788025259,0.0543756894767284,117.44923301346532,39.25737201536649,0.0740684568881988
2300,-0.1042425706982612,-0.1002230048179626,-0.6395816206932068,0.009552989155054,-0.0136055788025259,0.0543756894767284,117.44923301346532,39.25737201536649,0.0740684568881988
2400,-0.018383754417300197,-0.1998784393072128,-0.9469525218009948,0.028625201433897005,-0.057814534753561,0.0618731155991554,117.44923262871814,39.2573718777081,0.2446092069149017
2500,-0.0183837544173002,-0.1998784393072128,-0.9469525218009948,0.028625201433897,-0.057814534753561,0.0618731155991554,117.44923262871814,39.2573718777081,0.2446092069149017
2600,0.11107879132032392,-0.1392010897397995,-0.9862197637557985,0.1042255759239196,-0.024148739874362897,0.0644677504897117,117.4492322193688,39.257371923618486,0.4388624727725982
2700,0.0985917560756206,-0.08846248127520079,-0.9565262198448182,0.1155020743608474,0.0008143829181790456,0.062492435798048904,117.449232154318,39.25737209400754,0.5343848317861557
2800,0.0861047208309173,-0.03772387281060209,-0.926832675933838,0.1267785727977752,0.02577750571072099,0.0605171211063861,117.4492320892672,39.2573722643966,0.6299071907997131
2900,0.0861047208309173,-0.0377238728106021,-0.926832675933838,0.1267785727977752,0.025777505710721,0.0605171211063861,117.4492320892672,39.2573722643966,0.6299071907997131
3000,-0.030678236857056604,0.0333667770028114,-0.5941171050071716,0.1072724238038063,0.0241681020706892,0.0670011937618255,117.44923195701884,39.25737227402815,0.7845517992973328
3100,-0.0598373236134648,0.031797345727682044,-0.4662574976682663,0.08955318853259085,0.0021346528083086014,0.06480209529399866,117.44923208239669,39.257372167285986,0.8332441747188568
3200,-0.08899641036987299,0.0302279144525527,-0.3383978903293609,0.0718339532613754,-0.019898796454072,0.0626029968261718,117.44923220777456,39.25737206054382,0.8819365501403809
3300,-0.088996410369873,0.0302279144525527,-0.3383978903293609,0.0718339532613754,-0.019898796454072,0.0626029968261718,117.44923220777456,39.25737206054382,0.8819365501403809
3400,-0.0607900507748127,0.0314758904278278,-0.1649673283100128,0.0931993871927261,-0.048675175756216,0.0622403211891651,117.44923205781431,39.25737173865546,0.9438425302505492
3500,-0.03395086450251282,0.044131567239338594,-0.11204937809800848,0.09262143725410416,-0.048582945415314174,0.06158014680159849,117.4492318252175,39.25737177865522,0.9539187288453392
3600,0.03151056542992589,0.0749990716576576,0.017018793150782502,0.0912118032574653,-0.0483579933643341,0.0599699653685092,117.4492312579082,39.25737187621562,0.9784948229789734
