time,speed_vx,speed_vy,speed_vz,angle_phi,angle_theta,angle_psi,product_gps_longitude,product_gps_latitude,altitude
0,0.0,0.0,0.0,-0.0123642655089497,-0.0055157737806439,-0.0296214278787374,117.44922200000003,39.25737116666696,0.0
100,0.0,0.0,0.0,-0.012357546342084651,-0.005502587012512551,-0.02961994566529695,117.44922200000003,39.25737116666696,0.0
200,0.0,0.0,0.0,-0.0121335741132497,-0.0050630280748009,-0.0295705385506153,117.44922200000003,39.25737116666696,0.0
300,0.0,0.0,0.0,-0.0129343541339039,-0.0064571090042590505,-0.0296264588832855,117.44922200000003,39.25737125000032,0.0
400,0.0,0.0,0.0,-0.0137351341545581,-0.0078511899337172,-0.0296823792159557,117.44922200000003,39.25737133333369,0.0
500,0.0,0.0,0.0,-0.0130179310217499,-0.0066573689691722,-0.02964059635996815,117.44922200000003,39.25737133333369,0.0
600,0.0,0.0,0.0,-0.0123007278889417,-0.0054635480046272,-0.0295988135039806,117.44922200000003,39.25737133333369,0.0
700,0.0,0.0,0.0,-0.0122856022790074,-0.00529104541055855,-0.029584408737719,117.44922200000003,39.25737133333369,0.0
800,0.0,0.0,0.0,-0.0122704766690731,-0.0051185428164899,-0.0295700039714574,117.44922200000003,39.25737133333369,0.0
900,0.0,0.0,0.0,-0.012263906188309151,-0.00524221896193915,-0.02954512741416685,117.44922208333344,39.25737133333369,0.0
1000,0.0,0.0,0.0,-0.0122573357075452,-0.0053658951073884,-0.0295202508568763,117.44922216666684,39.25737133333369,0.0
1100,0.0,0.0,0.0,-0.012267147245652456,-0.005375816495906393,-0.029521295581670298,117.44922216666684,39.25737133333369,0.0
1200,0.0,0.0,0.0,-0.0127577241510152,-0.005871885921806,-0.0295735318213701,117.44922216666684,39.25737133333369,0.0
1300,0.0,0.0,0.0,-0.011571694119133707,-0.004042546443214856,-0.029284760661756767,117.44922216666684,39.25737133333369,0.0
1400,0.0,0.0,0.0,-0.010385664087252215,-0.0022132069646237113,-0.028995989502143434,117.44922216666684,39.25737133333369,0.0
1500,0.0,0.0,0.0,-0.011638896984408493,-0.003836391832979011,-0.032351829879098154,117.44922216666684,39.25737133333369,5.596986227087487e-05
1600,0.0,0.0,0.0,-0.01291676890105,-0.0054944506846368,-0.035744484513998,117.44922216666684,39.25737133333369,0.00011250507668589999
1700,0.0,0.0,0.0,-0.0110865156166255,-0.0016599103109910993,-0.03422075696289535,117.44922225000013,39.25737133333369,0.00015485096082555
1800,0.0,0.0,0.0,-0.009256262332201,0.0021746300626546014,-0.0326970294117927,117.44922233333344,39.25737133333369,0.0001971968449652
