time,battery_level,controller_gps_latitude,controller_gps_longitude,flying_state,alert_state,wifi_signal,product_gps_available,product_gps_longitude,product_gps_latitude,product_gps_position_error,product_gps_sv_number,speed_vx,speed_vy,speed_vz,angle_phi,angle_theta,angle_psi,altitude,flip_type,speed
0,42,39.25737099414264,117.44922131315619,7,0,-54,True,117.44922866666637,39.25736750000042,0,24,0,0,0,-0.015864893794059753,-0.020056791603565216,0.06262888759374619,0,0,0
88,42,39.25737099414264,117.44922131315619,7,0,-54,True,117.44922866666637,39.25736750000042,0,24,0,0,0,-0.015864893794059753,-0.020056791603565216,0.06262888759374619,0,0,0
88,42,39.25737099414264,117.44922131315619,7,0,-54,True,117.44922866666637,39.25736750000042,0,25,0,0,0,-0.015864893794059753,-0.020056791603565216,0.06262888759374619,0,0,0
200,42,39.25737099414264,117.44922131315619,7,0,-54,True,117.44922866666637,39.25736750000042,0,25,0,0,0,-0.01598653569817543,-0.02021784894168377,0.06255552172660828,0,0,0
400,42,39.25737099414264,117.44922131315619,7,0,-54,True,117.44922866666637,39.25736750000042,0,25,0,0,0,-0.015716198831796646,-0.019936785101890564,0.06265152245759964,0,0,0
600,42,39.25737099414264,117.44922131315619,7,0,-54,True,117.44922866666637,39.25736750000042,0,25,0,0,0,-0.014063125476241112,-0.01798311620950699,0.06212295964360237,0,0,0
685,42,39.25737099414264,117.44922131315619,7,0,-54,True,117.44922866666637,39.25736750000042,0,25,0,0,0,-0.014063125476241112,-0.01798311620950699,0.06212295964360237,0,0,0
685,42,39.25737099414264,117.44922131315619,7,0,-54,True,117.44922866666637,39.25736750000042,0,24,0,0,0,-0.014063125476241112,-0.01798311620950699,0.06212295964360237,0,0,0
800,42,39.25737099414264,117.44922131315619,7,0,-54,True,117.44922866666637,39.25736750000042,0,24,0,0,0,-0.015538189560174942,-0.019624320790171623,0.06259874254465103,0,0,0
854,42,39.25737099414264,117.44922131315619,7,0,-53,True,117.44922866666637,39.25736750000042,0,24,0,0,0,-0.015538189560174942,-0.019624320790171623,0.06259874254465103,0,0,0
1000,42,39.25737099414264,117.44922131315619,7,0,-53,True,117.44922866666637,39.25736750000042,0,24,0,0,0,-0.01613636314868927,-0.020049944519996643,0.06260218471288681,0,0,0
1200,42,39.25737099414264,117.44922131315619,7,0,-53,True,117.44922866666637,39.25736750000042,0,24,0,0,0,-0.015963396057486534,-0.019882047548890114,0.06270920485258102,0,0,0
1400,42,39.25737099414264,117.44922131315619,7,0,-53,True,117.44922866666637,39.2573673333337,0,24,0,0,-0.0011145829921588302,-0.015819981694221497,-0.020437486469745636,0.06313617527484894,1.5512106983806007e-05,0,0
1600,42,39.25737099414264,117.44922131315619,7,0,-53,True,117.44922883333332,39.2573673333337,0,24,0,0,0,-0.015953410416841507,-0.02013203501701355,0.06388530880212784,7.100048242136836e-05,0,0
1767,42,39.25737099414264,117.44922131315619,7,0,-53,True,117.44922883333332,39.2573673333337,0,24,0,0,0,-0.015953410416841507,-0.02013203501701355,0.06388530880212784,7.100048242136836e-05,0,0
1800,42,39.25737099414264,117.44922131315619,7,0,-53,True,117.44922883333332,39.2573673333337,0,24,0,0,0,-0.020087843760848045,-0.025746338069438934,0.05838396027684212,0.0001502995437476784,0,0
1913,42,39.25737099414264,117.44922131315619,1,0,-53,True,117.44922883333332,39.2573673333337,0,24,0,0,0,-0.020087843760848045,-0.025746338069438934,0.05838396027684212,0.0001502995437476784,0,0
2000,42,39.25737099414264,117.44922131315619,1,0,-53,True,117.44922883333332,39.2573673333337,0,24,-0.0016973564634099603,-0.04470565915107727,-0.1527981162071228,-0.02895265445113182,0.018629463389515877,0.04306001961231232,0.010066787712275982,0,0
2201,42,39.25737099414264,117.44922131315619,1,0,-53,True,117.44922857003185,39.257367321603944,0,24,-0.0045028612948954105,-0.12759554386138916,-0.7506726980209351,0.016604816541075706,-0.009386538527905941,0.05242989584803581,0.1017061099410057,0,0
2400,42,39.25737099414264,117.44922131315619,1,0,-53,True,117.44922827308157,39.2573673927428,0,24,0.048802006989717484,-0.10533112287521362,-0.9485350847244263,0.052537936717271805,-0.009243008680641651,0.061673518270254135,0.27612248063087463,0,0
2600,42,39.25737099414264,117.44922131315619,1,0,-53,True,117.44922791654774,39.25736777372013,0,24,0.1430417001247406,-0.07606899738311768,-0.9836210012435913,0.07276539504528046,0.016089703887701035,0.06630367785692215,0.4647420048713684,0,0
2689,42,39.25737099414264,117.44922131315619,1,0,-53,True,117.44922791654774,39.25736777372013,0,24,0.1430417001247406,-0.07606899738311768,-0.9836210012435913,0.07276539504528046,0.016089703887701035,0.06630367785692215,0.4647420048713684,0,0
2689,42,39.25737099414264,117.44922131315619,1,0,-53,True,117.44922791654774,39.25736777372013,0,25,0.1430417001247406,-0.07606899738311768,-0.9836210012435913,0.07276539504528046,0.016089703887701035,0.06630367785692215,0.4647420048713684,0,0
2766,42,39.25737099414264,117.44922131315619,1,0,-53,True,117.44922791654774,39.25736777372013,0,25,0.1430417001247406,-0.07606899738311768,-0.9836210012435913,0.07276539504528046,0.016089703887701035,0.06630367785692215,0.4647420048713684,0,0
2800,42,39.25737099414264,117.44922131315619,1,0,-53,True,117.44922763685004,39.257368025314555,0,25,0.050288524478673935,-0.024772878736257553,-0.8726769089698792,0.08287447690963745,0.057963792234659195,0.06927639991044998,0.6624525785446167,0,0
