vx_approx_mean,vx_approx_std,vx_detail_mean,vx_detail_std,vy_approx_mean,vy_approx_std,vy_detail_mean,vy_detail_std,vz_approx_mean,vz_approx_std,vz_detail_mean,vz_detail_std,angle_phi,angle_theta,angle_psi,product_gps_longitude,product_gps_latitude,altitude
-0.060982255855759525,0.1299090793160643,0.001572068613637838,0.04921265603353796,-0.038615878181784295,0.12950733556232374,-0.005634092787204132,0.059098450668093105,-0.820098300978536,0.7060766414038402,-0.030805666717345977,0.20337037283164505,-0.0438654907047748,0.0085304882377386,1.6846638917922974,-0.2018433112085121,-0.037892848329335,0.967154324054718
-0.08677112790743848,0.12844475994051283,-0.003554799465150378,0.05507507863036597,-0.04281276718757714,0.11820148053128084,-0.002028503673519067,0.06397243515111393,-1.0695710823137117,0.7563430694478259,-0.025515887829831562,0.20970161155350853,-0.0174697021837345,0.0335677343234419,1.6661609601974487,-0.1653412436219744,0.0321125403870414,0.9741740477085112
-0.11359222927038506,0.1382808755062577,0.00018365668874181104,0.05158003143678763,-0.02951445333865417,0.11353591908750817,0.0015384649657574695,0.0704187357430519,-1.3313999866434316,0.8781180467513987,-0.008166786460214157,0.17045401698084103,-0.0075533466995693,0.0447739793732762,1.6634916257858277,-0.1496444741793337,0.0608109446879057,0.974649156332016
-0.13483124905614205,0.15108548587776816,-0.0005988808686820451,0.04063171801156756,0.002008516963018295,0.12480394093542874,0.0005980708553973181,0.06470121536791835,-1.546335443523182,1.0259199603472862,-0.0011340689727127237,0.11959768934626604,0.0023557241796515,0.0557362803444266,1.6609283435344695,-0.1340201270137051,0.0892094567308543,0.97515652179718
-0.13497255821091592,0.15276475470152626,-0.001132348412977018,0.031667574003057745,0.018865815199585703,0.15486535547693264,-0.004132621906618024,0.0499148841923672,-1.6718977147766372,1.1477052583142933,-0.00011157046353565638,0.09094359670369513,0.0119078494166023,0.0547453214600681,1.6635616171360017,-0.1219444626586136,0.1029132396480614,0.977244472503662
-0.11179731381415274,0.14405655568705286,-0.0037551679695776506,0.031659540292695555,0.026350532323519287,0.18638461747375676,-0.00501983024884016,0.03721520941979238,-1.696258571865258,1.2086328863005529,-0.001890393597461676,0.08712720531082324,0.0212689321488142,0.0537741817533969,1.666142225265503,-0.1101103103199808,0.1163429468927779,0.9792906641960144
-0.07035480929842097,0.13224452319934482,0.0040281027296597705,0.04492587200130336,0.005801852007170729,0.20124177655959602,-0.0012625456558392706,0.03895587089538562,-1.672397230607289,1.2318063239299457,0.005977698819074361,0.07927598302513615,0.0109107634052634,0.0595985841006039,1.667901074886322,-0.0979744196711831,0.1177643458842858,0.9798048973083496
-0.02092476497515178,0.1294341516859472,0.006912117713642079,0.053211837914542134,-0.062498726335103415,0.2095146807850036,0.0006936263439097654,0.042593213991514875,-1.574750523877673,1.1953919462803055,0.009342564422833967,0.09421599372357277,-0.0134580389410256,0.0734289287030696,1.6720499145984649,-0.0692097866574952,0.1209279438884047,0.9809368187189104
0.011896002915455109,0.13657783966251838,0.007165528718911975,0.049157582467815264,-0.1251602092179962,0.2045637842764242,-0.0021332345739804013,0.0517127663015853,-1.4169390717859065,1.106740122260632,0.018004680230366294,0.12430692205590395,-0.0234451361745595,0.085432551652193,1.674292777776718,-0.0468320544928136,0.1132779751908952,0.9775390261411668
0.046374172827037125,0.13707436341760065,0.0003952340331968535,0.04370263695350135,-0.17761050182167112,0.19807145666303808,-0.0007912561343032025,0.05855683764933008,-1.2123493650002182,0.9614709508728088,0.016195704074028157,0.14561902054398432,-0.0332324914634227,0.0971961021423339,1.6764907836914062,-0.0249018735100185,0.1057810068434417,0.974209189414978
0.06913586050656378,0.147676659735514,0.0012226881899098044,0.039561068265988125,-0.22250042597874342,0.20321192449446981,-0.001752389597170587,0.05170202822176155,-0.9973840660190986,0.7673425063896673,0.01691408466845764,0.1411785115859457,-0.0332324914634227,0.0971961021423339,1.6764907836914062,-0.0249018735100185,0.1057810068434417,0.974209189414978
0.05025323281602978,0.14735954979634858,0.00015794390857597332,0.034189062814818934,-0.22798560137054322,0.21260120720961148,0.0005527023028488141,0.04255668482343263,-0.8268573940156961,0.596119718361182,0.008539726041245388,0.13646417603295838,-0.0137356685008852,0.1056033458560705,1.6856993424892426,0.0040821250866379,0.092498010431874,0.9667649328708648
0.03337541331372199,0.1441978960229066,-0.0008679488228629526,0.02780577600344616,-0.2143721976347569,0.21323395632223766,0.003088928219133324,0.04062199776521462,-0.6596949286739491,0.5013712334387974,0.006607483996033794,0.11142889551050549,-0.0273417674470692,0.1022245634347199,1.6902292358875275,0.0109683689697552,0.0792690386505201,0.9657757937908172
0.0281169271708298,0.13848185210772093,0.0007900449954431829,0.030164235445903936,-0.16596713404543456,0.19048176187972912,0.00739145202319283,0.054561347086230574,-0.5563361529052188,0.5575926069913377,0.005567294804104381,0.10017008217101325,-0.0406151244789361,0.0989924719184636,1.6947080552577976,0.0177156899339976,0.066081849858679,0.9648719745874405
0.055053971157958764,0.15300954149891868,0.003199125890871168,0.0339037099114056,-0.09851316131785184,0.1690053636343019,0.006621764413288511,0.06534481576531041,-0.4663701509837386,0.6533316491113043,0.00800453987211226,0.08560344180114418,-0.0375841277092694,0.1029482347518205,1.6966842472553254,0.0176556060399528,0.0549420452360394,0.9681488293409348
0.1076728943276021,0.19700592773963907,0.001263018354936279,0.03857375983460723,-0.01930132196587381,0.17159189352063736,0.004148089570986508,0.06198154479970505,-0.424430908084231,0.8188127146045349,0.00507491135495538,0.07332723494234168,-0.0346137508749961,0.1068248823285102,1.6986209154129028,0.0175967270661196,0.0440250396058772,0.9713601469993592
0.14854553444182053,0.21917836266618154,0.0005703867541301868,0.036762752176674324,0.04989276857247839,0.196347929184594,0.003162365517707207,0.053500700839702056,-0.3971763365296839,0.9365341195291432,0.00130445400021805,0.07685451525610908,-0.0399622485825889,0.1008797245786377,1.701522740878557,0.0110306764892815,0.0345069443369316,0.9716611332014988
