time,product_gps_sv_number,wifi_signal,product_gps_longitude,product_gps_latitude,altitude,speed_vx,speed_vy,speed_vz,angle_phi,angle_theta,angle_psi
25097,23,-59,117.44939774603726,39.25731075936174,17.912967681884766,-4.719310283660889,-1.2319551706314087,-0.6045593023300171,-0.09566769748926163,-0.1945669800043106,-2.9178600311279297
25126,23,-59,117.44939774603726,39.25731075936174,17.912967681884766,-4.719310283660889,-1.2319551706314087,-0.6045593023300171,-0.09566769748926163,-0.1945669800043106,-2.9178600311279297
25126,22,-59,117.44939774603726,39.25731075936174,17.912967681884766,-4.719310283660889,-1.2319551706314087,-0.6045593023300171,-0.09566769748926163,-0.1945669800043106,-2.9178600311279297
25200,22,-59,117.4493951101474,39.25730204510737,18.047866821289062,-4.719613075256348,-1.2519128322601318,-0.6151555776596069,-0.0517168752849102,-0.1797867715358734,-2.919748067855835
25326,22,-59,117.4493951101474,39.25730204510737,18.047866821289062,-4.719613075256348,-1.2519128322601318,-0.6151555776596069,-0.0517168752849102,-0.1797867715358734,-2.919748067855835
25326,23,-59,117.4493951101474,39.25730204510737,18.047866821289062,-4.719613075256348,-1.2519128322601318,-0.6151555776596069,-0.0517168752849102,-0.1797867715358734,-2.919748067855835
25400,23,-59,117.44939253675074,39.25729356012571,18.17434310913086,-4.703069686889648,-1.2577546834945679,-0.6118559837341309,-0.06469465792179108,-0.16174140572547913,-2.9242630004882812
25600,23,-59,117.44938985193632,39.257285122073974,18.31412124633789,-4.6400861740112305,-1.3076717853546143,-0.5822009444236755,-0.03864620625972748,-0.16940174996852875,-2.9265260696411133
25729,23,-59,117.44938985193632,39.257285122073974,18.31412124633789,-4.6400861740112305,-1.3076717853546143,-0.5822009444236755,-0.03864620625972748,-0.16940174996852875,-2.9265260696411133
25730,22,-59,117.44938985193632,39.257285122073974,18.31412124633789,-4.6400861740112305,-1.3076717853546143,-0.5822009444236755,-0.03864620625972748,-0.16940174996852875,-2.9265260696411133
25800,22,-59,117.44938687475968,39.257276783077124,18.442264556884766,-4.603137493133545,-1.39560067653656,-0.5629556775093079,-0.05859372019767761,-0.19085447490215302,-2.9282515048980713
25866,22,-59,117.44938687475968,39.257276783077124,18.442264556884766,-4.603137493133545,-1.39560067653656,-0.5629556775093079,-0.05859372019767761,-0.19085447490215302,-2.9282515048980713
