time,product_gps_sv_number,wifi_signal,product_gps_longitude,product_gps_latitude,altitude,speed_vx,speed_vy,speed_vz,angle_phi,angle_theta,angle_psi
0,23,-49,117.44935866665858,39.256996500037914,0,0,0,0,0.004694387316703796,0.23972752690315247,-0.08057104051113129
46,23,-54,117.44935866665858,39.256996500037914,0,0,0,0,0.004694387316703796,0.23972752690315247,-0.08057104051113129
200,23,-54,117.44935849999162,39.256996500037914,0,0,0,0,0.004638844169676304,0.2397005707025528,-0.08058687299489975
400,23,-54,117.44935849999162,39.256996500037914,0,0,0,0,0.0044233123771846294,0.23952220380306244,-0.08062851428985596
600,23,-54,117.44935849999162,39.256996500037914,0,0,0,0,0.0043256510980427265,0.2394586056470871,-0.08080000430345535
800,23,-54,117.44935849999162,39.256996500037914,0,0,0,0,0.004466594196856022,0.23947931826114655,-0.08058972656726837
1000,23,-54,117.44935849999162,39.256996500037914,0,0,0,0,0.004414411261677742,0.2396160215139389,-0.08071734756231308
1047,23,-50,117.44935849999162,39.256996500037914,0,0,0,0,0.004414411261677742,0.2396160215139389,-0.08071734756231308
1200,23,-50,117.44935849999162,39.256996500037914,0,0,0,0,0.004501227755099535,0.2397705614566803,-0.08036202192306519
1338,23,-50,117.44935849999162,39.256996500037914,0,0,0,0,0.004501227755099535,0.2397705614566803,-0.08036202192306519
1400,23,-50,117.44935849999162,39.256996500037914,0,0,0,0,0.00434728292748332,0.2399270385503769,-0.08052908629179001
1600,23,-50,117.44935849999162,39.25699633336028,6.824407319072634e-05,0,0,0,0.005180968437343836,0.24014636874198914,-0.0749548152089119
1800,23,-50,117.44935866665858,39.25699633336028,0.00013374285481404513,0,0,-0.0038744115736335516,0.006722306367009878,0.24064023792743683,-0.06168152764439583
1947,23,-50,117.44935866665858,39.25699633336028,0.00013374285481404513,0,0,-0.0038744115736335516,0.006722306367009878,0.24064023792743683,-0.06168152764439583
2000,23,-50,117.44935866665858,39.25699633336028,0.0046186125837266445,-0.08198774605989456,0.003667260752990842,-0.0711875706911087,0.007322908844798803,0.1627783328294754,-0.05745021626353264
2049,23,-53,117.44935866665858,39.25699633336028,0.0046186125837266445,-0.08198774605989456,0.003667260752990842,-0.0711875706911087,0.007322908844798803,0.1627783328294754,-0.05745021626353264
2200,23,-53,117.4493586444725,39.256995957629826,0.07011228054761887,-0.23841546475887299,-0.08159199357032776,-0.6531901955604553,-0.029922980815172195,-0.027668127790093422,-0.06567902863025665
2400,23,-53,117.44935829020415,39.256995572935395,0.23321054875850677,-0.1347268521785736,-0.18729010224342346,-0.9320372343063354,0.04447755217552185,-0.055303458124399185,-0.05622042715549469
2483,23,-53,117.44935829020415,39.256995572935395,0.23321054875850677,-0.1347268521785736,-0.18729010224342346,-0.9320372343063354,0.04447755217552185,-0.055303458124399185,-0.05622042715549469
2483,22,-53,117.44935829020415,39.256995572935395,0.23321054875850677,-0.1347268521785736,-0.18729010224342346,-0.9320372343063354,0.04447755217552185,-0.055303458124399185,-0.05622042715549469
2600,22,-53,117.44935780702836,39.256995308759926,0.4279574751853943,-0.09127959609031677,-0.14258462190628052,-0.9598639011383057,0.1039055660367012,0.012375282123684883,-0.05753641203045845
2800,22,-53,117.44935769154557,39.25699490037498,0.6239061951637268,-0.15048426389694214,-0.033017273992300034,-0.944128155708313,0.1118798702955246,-0.01775434985756874,-0.061075035482645035
3000,22,-53,117.44935791298545,39.256994430260804,0.7800523638725281,-0.12754277884960175,0.06588631868362427,-0.6026042103767395,0.09774947911500931,-0.043468691408634186,-0.06387513875961304
3047,22,-52,117.44935791298545,39.256994430260804,0.7800523638725281,-0.12754277884960175,0.06588631868362427,-0.6026042103767395,0.09774947911500931,-0.043468691408634186,-0.06387513875961304
3085,22,-52,117.44935791298545,39.256994430260804,0.7800523638725281,-0.12754277884960175,0.06588631868362427,-0.6026042103767395,0.09774947911500931,-0.043468691408634186,-0.06387513875961304
3086,24,-52,117.44935791298545,39.256994430260804,0.7800523638725281,-0.12754277884960175,0.06588631868362427,-0.6026042103767395,0.09774947911500931,-0.043468691408634186,-0.06387513875961304
3200,24,-52,117.44935807440217,39.2569942760105,0.8780446648597717,-0.031908899545669556,0.06475188583135605,-0.3542311489582062,0.05941290780901909,-0.05001712590456009,-0.06846585124731064
3400,24,-52,117.44935831484919,39.25699443314208,0.9395657777786255,0.0726524367928505,0.052708353847265244,-0.1748974621295929,0.05769731104373932,-0.024446390569210052,-0.0718686431646347
3459,24,-52,117.44935831484919,39.25699443314208,0.9395657777786255,0.0726524367928505,0.052708353847265244,-0.1748974621295929,0.05769731104373932,-0.024446390569210052,-0.0718686431646347
3469,24,-52,117.44935831484919,39.25699443314208,0.9395657777786255,0.0726524367928505,0.052708353847265244,-0.1748974621295929,0.05769731104373932,-0.024446390569210052,-0.0718686431646347
3600,24,-52,117.44935836790526,39.25699459632726,0.9818075299263,0.11190604418516159,0.03547597676515579,-0.27884918451309204,0.06518880277872086,0.0026046824641525745,-0.07463251054286957
3778,24,-52,117.44935836790526,39.25699459632726,0.9818075299263,0.11190604418516159,0.03547597676515579,-0.27884918451309204,0.06518880277872086,0.0026046824641525745,-0.07463251054286957
3778,23,-52,117.44935836790526,39.25699459632726,0.9818075299263,0.11190604418516159,0.03547597676515579,-0.27884918451309204,0.06518880277872086,0.0026046824641525745,-0.07463251054286957
3800,23,-52,117.44935837857186,39.25699537680468,1.0995590686798096,0.15370219945907593,0.08807732909917831,-0.8493974208831787,0.07892489433288574,0.023020150139927864,-0.06035609915852547
4000,23,-52,117.44935856445642,39.25699560480409,1.315691351890564,0.12388639897108078,0.10442152619361877,-1.260741114616394,0.06381887942552567,0.04449557140469551,-0.029685087502002716
4047,23,-62,117.44935856445642,39.25699560480409,1.315691351890564,0.12388639897108078,0.10442152619361877,-1.260741114616394,0.06381887942552567,0.04449557140469551,-0.029685087502002716
4200,23,-62,117.4493585704709,39.2569961496569,1.6109859943389893,0.05773340165615082,0.09510488063097,-1.56226646900177,0.06639710813760757,0.04112048074603081,0.000936832744628191
4227,23,-62,117.4493585704709,39.2569961496569,1.6109859943389893,0.05773340165615082,0.09510488063097,-1.56226646900177,0.06639710813760757,0.04112048074603081,0.000936832744628191
4227,24,-62,117.4493585704709,39.2569961496569,1.6109859943389893,0.05773340165615082,0.09510488063097,-1.56226646900177,0.06639710813760757,0.04112048074603081,0.000936832744628191
4345,24,-62,117.4493585704709,39.2569961496569,1.6109859943389893,0.05773340165615082,0.09510488063097,-1.56226646900177,0.06639710813760757,0.04112048074603081,0.000936832744628191
4400,24,-62,117.44935861768971,39.25699642797683,1.9633125066757202,0.06803528219461441,0.08738210797309875,-1.8454102277755737,0.07189194113016129,-0.004163510166108608,0.026695068925619125
