time,product_gps_sv_number,wifi_signal,product_gps_longitude,product_gps_latitude,altitude,speed_vx,speed_vy,speed_vz,angle_phi,angle_theta,angle_psi
32131,23,-65,117.44901093618738,39.25749793516852,15.94486141204834,-0.1458619385957718,2.567030191421509,-0.21633414924144745,-0.0923180878162384,-0.3826780319213867,1.8608973026275635
32131,21,-65,117.44901093618738,39.25749793516852,15.94486141204834,-0.1458619385957718,2.567030191421509,-0.21633414924144745,-0.0923180878162384,-0.3826780319213867,1.8608973026275635
32200,21,-65,117.44901695172682,39.257497856653664,15.955450057983398,-0.06378425657749176,2.943591356277466,-0.16844163835048676,-0.09341761469841003,-0.427827924489975,1.8150923252105713
32299,21,-62,117.44901695172682,39.257497856653664,15.955450057983398,-0.06378425657749176,2.943591356277466,-0.16844163835048676,-0.09341761469841003,-0.427827924489975,1.8150923252105713
32331,21,-62,117.44901695172682,39.257497856653664,15.955450057983398,-0.06378425657749176,2.943591356277466,-0.16844163835048676,-0.09341761469841003,-0.427827924489975,1.8150923252105713
32331,22,-62,117.44901695172682,39.257497856653664,15.955450057983398,-0.06378425657749176,2.943591356277466,-0.16844163835048676,-0.09341761469841003,-0.427827924489975,1.8150923252105713
32400,22,-62,117.44902402965037,39.257497697339296,15.946126937866211,-0.001996130682528019,3.3882007598876953,-0.1130586564540863,-0.09075874090194702,-0.4371020495891571,1.765851378440857
32600,22,-62,117.4490324784365,39.25749779991575,15.939876556396484,0.11222997307777405,3.770217180252075,-0.10487932711839676,-0.06794819235801697,-0.3821362257003784,1.7176457643508911
32800,22,-62,117.44904096893642,39.25749803929475,15.935983657836914,0.17814387381076813,3.8676517009735107,-0.18800902366638184,-0.028104575350880623,-0.24289454519748688,1.6692993640899658
32932,22,-62,117.44904096893642,39.25749803929475,15.935983657836914,0.17814387381076813,3.8676517009735107,-0.18800902366638184,-0.028104575350880623,-0.24289454519748688,1.6692993640899658
32932,23,-62,117.44904096893642,39.25749803929475,15.935983657836914,0.17814387381076813,3.8676517009735107,-0.18800902366638184,-0.028104575350880623,-0.24289454519748688,1.6692993640899658
32945,23,-62,117.44904096893642,39.25749803929475,15.935983657836914,0.17814387381076813,3.8676517009735107,-0.18800902366638184,-0.028104575350880623,-0.24289454519748688,1.6692993640899658
33000,23,-62,117.44904919448827,39.257498480217784,15.95482349395752,0.25999200344085693,3.7444841861724854,-0.17615792155265808,-0.024438511580228806,-0.18169425427913666,1.6309490203857422
33200,23,-62,117.44905703576576,39.25749906766405,15.96577262878418,0.2008965164422989,3.4006729125976562,-0.20303887128829956,0.08300557732582092,-0.07989740371704102,1.598175048828125
33401,23,-62,117.44906421940271,39.25749934394671,15.975811958312988,0.07462603598833084,3.2189595699310303,-0.09884975850582123,0.056479331105947495,-0.24507452547550201,1.5674927234649658
33600,23,-62,117.44907150015776,39.257499399884274,15.97573471069336,0.036136429756879807,3.3379671573638916,-0.004245221149176359,0.016873745247721672,-0.36962419748306274,1.5426300764083862
33800,23,-62,117.44907953762086,39.2574995083688,15.965814590454102,0.07843983918428421,3.633685350418091,-0.0444607138633728,0.04742264747619629,-0.4086548686027527,1.5092144012451172
33942,23,-62,117.44907953762086,39.2574995083688,15.965814590454102,0.07843983918428421,3.633685350418091,-0.0444607138633728,0.04742264747619629,-0.4086548686027527,1.5092144012451172
34000,23,-62,117.44908839232468,39.25749978881331,15.954590797424316,0.10978204756975174,3.982508897781372,-0.031352002173662186,0.0835745632648468,-0.42971453070640564,1.472340703010559
34200,23,-62,117.44909795294008,39.25750001963579,15.951034545898438,0.07301555573940277,4.283976078033447,-0.03503528982400894,0.1191282793879509,-0.38013872504234314,1.4293195009231567
34299,23,-58,117.44909795294008,39.25750001963579,15.951034545898438,0.07301555573940277,4.283976078033447,-0.03503528982400894,0.1191282793879509,-0.38013872504234314,1.4293195009231567
34404,23,-58,117.44910802726896,39.257500075282316,15.94365406036377,0.003346316982060671,4.469156742095947,-0.10347077995538712,0.11839691549539566,-0.3003959059715271,1.384539008140564
34600,23,-58,117.44911838622869,39.25750005680138,15.956669807434082,0.00043697323417291045,4.5108513832092285,-0.16993266344070435,0.0785154178738594,-0.22400552034378052,1.3386836051940918
34800,23,-58,117.44912874341621,39.257500065998194,15.988368034362793,0.0229128859937191,4.415102005004883,-0.13676653802394867,0.08548563718795776,-0.1927543431520462,1.2867438793182373
