vx_approx_mean,vx_approx_std,vx_detail_mean,vx_detail_std,vy_approx_mean,vy_approx_std,vy_detail_mean,vy_detail_std,vz_approx_mean,vz_approx_std,vz_detail_mean,vz_detail_std,angle_phi,angle_theta,angle_psi,product_gps_longitude,product_gps_latitude,altitude
0.09305651687126426,0.23872636147904744,0.001958653860705569,0.02644454125244285,-0.08851736925498092,0.1018885733777558,0.0015774714826592914,0.01563305886800739,-0.653866852213826,0.5120007576599778,-0.003980613329725874,0.02917693051152055,0.0108610436615376,0.0419596388087708,1.5696778191198215,-0.3471647472932162,-0.0401366228761634,0.9685162819258056
0.08747474074069815,0.24680080674364663,0.0012477009919357586,0.028253395183554963,-0.08241488214289715,0.10953476901595925,-0.0004210411599145003,0.01492912751332336,-0.7036193928798676,0.514009615476069,-0.0007228109905922149,0.028782744944862278,0.0066625784117776,0.056114282337279,1.56984763285693,-0.3385446569886509,-0.0548679333374213,0.9709177956082462
0.07533140176114196,0.2504460249858906,-6.733982123190166e-05,0.0210616804549414,-0.06312786293515238,0.11145679398496075,0.00014005180155056933,0.01440209671890355,-0.738928531411674,0.5342845033481535,-0.0010584670360568444,0.021356030975359125,-0.0003812231589107,0.0823273435235023,1.570165991783142,-0.3225112410882477,-0.0815165994978439,0.9753938317298888
0.0511963149344545,0.2446762665536456,-0.006106726096417043,0.016166925647100053,-0.04728804681982256,0.1060146549161499,0.00300241334383691,0.011395281835167827,-0.7435303476405631,0.5690161127913606,0.0051273077507933895,0.021487630790050023,0.0091294867675496,0.0783925756607969,1.570833491952452,-0.3206242705112617,-0.0826229553708701,0.9758345125472708
0.022166286359683325,0.2120037789044578,0.005462727614117133,0.015598953900880006,-0.03700874394658962,0.09566830601306048,-0.002454057257864662,0.010105593896139587,-0.7143887327210995,0.5941039319578562,-0.005898015568130129,0.017240686782109833,0.0298049431294202,0.0698387324810028,1.5722845792770386,-0.316522163895063,-0.0850280759728816,0.9767925143241882
0.008134900983629666,0.1995860374108914,-0.005823955409182077,0.017878932620577777,-0.04115308555307203,0.10029236368870019,0.001317292274864268,0.008743748270717906,-0.6685267847973593,0.6052275490743262,0.006474759340214236,0.020294740292211594,0.0412631114568425,0.0687336224116809,1.573413100884986,-0.3184756811129957,-0.0786187972421359,0.9782012707211192
0.006466880445743036,0.20046489861862957,0.005614477148213936,0.014724219146046914,-0.058808400804393396,0.10026489415433913,-0.0015347231496322298,0.008816281649593583,-0.6019459869610879,0.5934864690916614,-0.007157816775361588,0.015647889601619648,0.0535837225615978,0.0675453320145607,1.5746265649795532,-0.3205762358243577,-0.0717270987010687,0.9797160625457764
0.0052823308837052834,0.20084564582209558,-0.002471447858511593,0.014988184044450795,-0.07528079140061296,0.09913499750128177,8.519076213724062e-05,0.0071340488841447796,-0.5223923049531876,0.5637730711964254,0.007938140011502507,0.019391802283686786,0.0665232155894495,0.0636269528533994,1.5717834430871551,-0.322235599187935,-0.0597257462631173,0.980380605176552
0.004918037675310911,0.20077095784307294,0.0019792912700746504,0.011772799385207736,-0.090062702018852,0.09544891626495358,0.00010798952563552354,0.005898090055998061,-0.4327644381121941,0.5135161045031766,-0.008380396831190908,0.015078494294923889,0.0802886337041854,0.0594584643840789,1.568758845329285,-0.3240008794085653,-0.0469583487733293,0.981087565422058
-0.00980234489594525,0.1947235582998059,-0.0025535539905216986,0.012102369908200433,-0.09430285960713534,0.09547183957393819,0.00031978469460716203,0.007107746502393645,-0.34428973531477625,0.4509236660283618,0.010238457588623913,0.017617662985812185,0.0744937136769294,0.0582656580954789,1.5698485970497131,-0.323585554408873,-0.0468248061741283,0.9791673719882964
