vx_approx_mean,vx_approx_std,vx_detail_mean,vx_detail_std,vy_approx_mean,vy_approx_std,vy_detail_mean,vy_detail_std,vz_approx_mean,vz_approx_std,vz_detail_mean,vz_detail_std,phi_approx_mean,phi_approx_std,phi_detail_mean,phi_detail_std,theta_approx_mean,theta_approx_std,theta_detail_mean,theta_detail_std,psi_approx_mean,psi_approx_std,psi_detail_mean,psi_detail_std,product_gps_longitude,product_gps_latitude,altitude
-0.0025591331057581326,0.07859679059072075,0.0034536086441176897,0.01915304061952261,-0.03707648858168802,0.09485089436116112,-0.004550537439347567,0.017178792330161813,-0.6125887515276118,0.5116289159434074,-0.001222436152252011,0.021865855552069043,-0.06625117790080168,0.031073417530852583,0.002364955227973702,0.011394837363719762,0.05317740494291175,0.09155250743856383,-0.003372840933021231,0.012920653223385816,2.4310040439059213,0.017631358207730156,-1.0233560250377591e-05,0.0036957577271069584,-0.2018433112085121,-0.037892848329335,0.967154324054718
-0.0005764390506905001,0.0906642380968544,-0.003716038804403161,0.014508191433828534,-0.02667168261478102,0.10709251855416943,0.002868778359293437,0.01711270491005646,-0.6599076983104362,0.5113850978013397,-0.003133963779559369,0.028238219603512353,-0.06497063468330838,0.034172721603274885,-0.0016340504469830957,0.00872672520318193,0.03662207312267526,0.07633274669283269,0.0014082961937980872,0.009338089115427033,2.427431817401539,0.02394702800576897,0.00010394467521086883,0.004330922875255927,-0.1653412436219744,0.0321125403870414,0.9741740477085112
0.00024404917441580703,0.09626541303020117,0.0017742746935792294,0.019214691492708515,-0.014875333654022818,0.11686269696859167,-0.002481290552060409,0.017910981724489686,-0.7070975259046778,0.5121250532248166,-0.001235681890191261,0.02512956105736687,-0.06392760194654724,0.03673298874060538,-9.271727144015719e-05,0.00946866699964117,0.025039574766182366,0.05617527480533932,-0.0021553393756280734,0.01212855075631485,2.4245445351962656,0.02848457226885919,0.0005984924308332987,0.0038570631552513157,-0.1496444741793337,0.0608109446879057,0.974649156332016
0.0012273949573023755,0.1004003593662558,-0.0020224542395593332,0.014074652898829082,0.0010400084461071367,0.11871315689356265,0.0027223401478517293,0.01701790193241118,-0.7373233076275498,0.5351514533431656,0.0009227132866371901,0.018177283090202126,-0.06758737682999658,0.03684503619815442,0.00024594030346822466,0.007925676258304856,0.0263307774595871,0.05858023735821435,0.0019989090669072953,0.007661931549027057,2.422240504355797,0.031897328459397474,-0.0006401201888592655,0.003935488130769444,-0.1340201270137051,0.0892094567308543,0.97515652179718
0.0037200790261822598,0.09834765664494961,0.0026911255400315836,0.019276975068701567,0.011965487862984322,0.1175102909659441,-0.00012781390745409063,0.0180283499058531,-0.738467235339082,0.5721337138172998,0.0037053243658570563,0.01677826351582106,-0.0690050343139602,0.040312843653549466,9.873654389680852e-05,0.009425979940849346,0.03419215834551795,0.06238273284669651,-0.00028075800706136726,0.009893314823675824,2.4193880057622303,0.03433914489362563,0.00028223833850596293,0.0038184667700686447,-0.1219444626586136,0.1029132396480614,0.977244472503662
0.009823069853301959,0.09417458550572548,-0.0034443964485033115,0.01337432775810524,0.02022601403846095,0.1161887635352948,-0.0002672098823525239,0.014419012461544284,-0.707095380818206,0.5971471379698626,-0.0050877383938028225,0.009594712729554814,-0.06802741085203096,0.04646470219072366,-0.0007661590747442645,0.0073529719801642855,0.04706810532055354,0.05751222702042218,0.000272580094349682,0.006783750922321845,2.416071733000178,0.0358805027591982,7.813858783520575e-05,0.0033279733926501495,-0.1101103103199808,0.1163429468927779,0.9792906641960144
0.021005767462320975,0.08809553926222648,0.00405218703343865,0.018831480219765367,0.021565066099870408,0.11876311866485208,-0.0011615871343681919,0.009570920057257126,-0.6615859450936252,0.6080018048804371,0.005207034702195537,0.016406003423053938,-0.06683587800607402,0.04847807281419132,0.0010122515667723834,0.009112226502954558,0.05608660051332846,0.05221062445383379,0.0003515589208046719,0.010373019985544978,2.413201212382372,0.037314153425922925,-0.00033118091351613224,0.003108061842566525,-0.0979744196711831,0.1177643458842858,0.9798048973083496
0.03017321506301806,0.08899413639356238,-0.0045556619625756545,0.013646032670734649,0.00996434327675479,0.11909724336779466,0.001655000750740642,0.011783701334608734,-0.5949070018425079,0.5996657186743164,-0.006527828925095174,0.009547273890419641,-0.06391299432827949,0.047802523433339406,-0.0012884228873543664,0.007247305560093848,0.06132888075537492,0.053455964850585104,-8.311501957131224e-05,0.0065606257287669735,2.4107231150477038,0.03814000033392897,0.00030579750935799037,0.0032369142106037944,-0.0692097866574952,0.1209279438884047,0.9809368187189104
0.03461084370280803,0.08550860134912242,0.006163094411344895,0.019370170137214426,-0.001754710451202741,0.12514908234708522,-0.0005077991287569601,0.009504272469474466,-0.5149374144123844,0.5717646931696571,0.006926712218484559,0.013239396958807846,-0.05800444122832875,0.047349368398338844,0.00088120623362545,0.010073192721029392,0.0627229920444276,0.05449030657427579,-0.000551456209785587,0.00837275592607254,2.408063668214381,0.03848635168405228,-0.00027810939811556104,0.0030853966639456426,-0.0468320544928136,0.1132779751908952,0.9775390261411668
0.03484631459855967,0.09082939473002231,-0.0035203410338171914,0.010694205262052656,-0.011383616296102147,0.1332714011128658,-0.000365960122709535,0.011031776525434099,-0.4232582958806614,0.5205643194043055,-0.005088021588184993,0.009343964145106748,-0.05272559071905092,0.04453611477046484,-0.0008933436342437771,0.007458907011072368,0.05825283574573347,0.05420947683459154,0.00011107965806052943,0.006586810996916477,2.405553914579666,0.03864957126538438,0.0004634684289332423,0.003169777350553234,-0.0249018735100185,0.1057810068434417,0.974209189414978
