vx_approx_mean,vx_approx_std,vx_detail_mean,vx_detail_std,vy_approx_mean,vy_approx_std,vy_detail_mean,vy_detail_std,vz_approx_mean,vz_approx_std,vz_detail_mean,vz_detail_std,phi_approx_mean,phi_approx_std,phi_detail_mean,phi_detail_std,theta_approx_mean,theta_approx_std,theta_detail_mean,theta_detail_std,psi_approx_mean,psi_approx_std,psi_detail_mean,psi_detail_std,product_gps_longitude,product_gps_latitude,altitude
-0.1748476144663146,0.16767533162312703,-0.002139027868583951,0.021880418138767885,-0.04049480977218511,0.056601242149363865,-0.0008992075938651447,0.008728078516812893,-0.6361078224018335,0.5044242128945778,-0.003317326688852156,0.048033285884201506,-0.033637101074941556,0.03532718669245232,-0.00048005439997967546,0.010093266517779982,0.060468229936990456,0.11680526721181943,-0.00375248972717158,0.017118720874694657,-0.09915272264432354,0.057057050533002224,-0.0004844243942012452,0.01296559730619984,-0.08409427988546,-0.2082469183942725,0.9588714420021356
-0.17701622482962637,0.1707809964608719,-0.0005850634852961835,0.020815419463258676,-0.04866676013525524,0.059071826395237816,0.0009245411998392403,0.006540683807863715,-0.690922719095222,0.5110001164451269,0.0002105026156177979,0.03844031351033929,-0.02744363577129248,0.027931948470835345,7.419753356164213e-05,0.005928110813432729,0.03443838121869142,0.09137794947450363,0.0034680169499436745,0.012407498140117084,-0.10256907087448558,0.06220720278377311,0.0010291326144348323,0.006567118150934885,-0.0819497501968164,-0.1924927147698429,0.9602154493331908
-0.1648025222324957,0.17929087589821832,0.0014394976385338637,0.020570010820215402,-0.05276584539066896,0.05886193805682578,-0.002253959003786941,0.009780073044019033,-0.7266876356879526,0.5273176396979973,-1.7375297180502858e-05,0.04944409818600034,-0.023518030291612032,0.029767209870213366,-0.000808986541212979,0.00807736254393217,0.01806816134837831,0.06253305102978633,-0.004653011751006717,0.019324711243440464,-0.1112353052169688,0.06198473232529361,-0.002203840213501133,0.008979814384789382,-0.0809936922149237,-0.1819260215093487,0.961190789937973
-0.1396834108842475,0.17313535698940055,-0.001361432027470671,0.019127274587268962,-0.05394188462657524,0.06004205767844987,0.0014664249417833204,0.00566044420911292,-0.7418921962302705,0.5602904525197866,-0.004786076688694213,0.032536106514679544,-0.02401775028437768,0.03338939291406316,0.0007363708459069183,0.005349566001290728,0.011495023421840164,0.054855214696997584,0.0029272647253545158,0.009895298012963884,-0.1200502598785395,0.06146324434752814,0.0020860162482691435,0.004869710764050262,-0.080037634233031,-0.1713593289561776,0.9621661305427552
-0.11853514738547756,0.16415375151341008,0.00584631818513973,0.015361538371680385,-0.05168994656348484,0.05984739640894638,0.0002781212888669063,0.00614977835561679,-0.7403606762677707,0.5920134575194825,0.010300446892768775,0.02570220941575722,-0.024146711339100697,0.03466614515937974,0.0005273211862198786,0.0063901616728940435,0.01074179848367752,0.055066557765292845,-0.00024502625342330835,0.00862878014207896,-0.12862593685671111,0.05931130347398775,-0.002136164932926181,0.008966398584543135,-0.0794413784956505,-0.1690901841447933,0.96194623131305
-0.10266732748537384,0.1470257800659956,-0.005568171886231155,0.012845772443699414,-0.040459411049267584,0.05254878225968244,-6.950493788193102e-05,0.004504385916793152,-0.6915275200700611,0.5982684352219223,-0.0110719195336528,0.02768310322718019,-0.020440000118506805,0.034106975665065806,-0.00039237049072499196,0.0033402319924135844,0.023418910365748394,0.046655884106680076,0.00026716310591866533,0.006442912536070255,-0.13597923399855563,0.05850694423526009,0.002085536030934439,0.004874130294749099,-0.0772330274828932,-0.1606859444955866,0.9611317897215486
-0.10032457082239765,0.14950979952749013,0.003352742751812366,0.01210582215522136,-0.031205750178100813,0.0445116859207028,-0.00025535693827306145,0.006927978695105216,-0.6297216312013342,0.5888687395984834,0.010363681975701282,0.026676724819431785,-0.021348325995553544,0.03551535502972844,-0.0004319877123227963,0.006443750520377884,0.03180571652819881,0.04002970536538016,0.00032463826028813916,0.009168118875216926,-0.14222944638836796,0.056845704184422585,-0.0021177948320799745,0.008983729436988844,-0.0793606335230136,-0.1558498810475539,0.96109594981275
-0.10952437913426488,0.15426250391255134,-0.003919782679474463,0.011332723965322984,-0.023634860641623973,0.038301947858428845,0.0003043099122353665,0.005676095131499984,-0.5561409767936947,0.5603401032871599,-0.010460596321705491,0.02720338253710284,-0.026989011119540766,0.033990520113559984,0.0004986197602396765,0.0035286545648233886,0.035996023097554106,0.039097646933044204,-0.0002756122940394323,0.004993552807268772,-0.14761553158392487,0.05642859503846402,0.0021226689955529117,0.004844113941659202,-0.0815320416898102,-0.1510498585401976,0.9610679745674132
-0.11183443859066097,0.15517367565137336,0.003066064559364372,0.01279140541707711,-0.017553683890521685,0.03484959164301963,-0.0003092351035178376,0.007314918016062505,-0.47223466709836465,0.5138172025127039,0.01293347825694868,0.02251544575250082,-0.0310642094851414,0.03047303406188243,-0.0004454472364004861,0.006799192605664445,0.034749268348261836,0.042579235610969816,-0.00029456920834607586,0.00812270987148443,-0.15254697413148202,0.05498760934258251,-0.0019524329172658462,0.00899821368077162,-0.0866561346974863,-0.1504776575028676,0.9621081352233888
-0.10762923828454934,0.15365739606291687,-0.0025747123116666585,0.01053390792923595,-0.014284535506412037,0.03550829191774007,9.576393658984051e-05,0.004858909358128341,-0.37915086335248055,0.442057433850057,-0.01373149750884865,0.02237831719134721,-0.034093078695333026,0.02926859666066668,0.0003378732082700252,0.00431246039574057,0.029977141076291073,0.04443037888418666,0.00038515976702443587,0.003942968918498836,-0.1569944378025658,0.05458262363929186,0.0019731921467631168,0.0048937137569376125,-0.0917802277051624,-0.1499054571728608,0.963148295879364
