time,speed_vx,speed_vy,speed_vz,angle_phi,angle_theta,angle_psi,product_gps_longitude,product_gps_latitude,altitude
0,0.0,0.0,0.0,-0.0161425322294235,-0.0153128420934081,-0.0032123988494277,0.0,0.0,0.0
100,0.0,0.0,0.0,-0.0161529667306654,-0.0153591915282725,-0.0031854076689053,0.0,0.0,0.0
200,0.0,0.0,0.0,-0.0161634012319073,-0.0154055409631369,-0.003158416488383,0.0,0.0,0.0
300,0.0,0.0,0.0,-0.0171665712329909,-0.0170246923960108,-0.00323907027241,0.0,0.0,0.0
400,0.0,0.0,0.0,-0.0181900011422345,-0.0186759418288441,-0.0033219208924483,0.0,0.0,0.0
500,0.0,0.0,0.0,-0.0187325012963264,-0.019452780112624,-0.0031611340679227,0.0,0.0,0.0
600,0.0,0.0,0.0,-0.0192701435741036,-0.0202207859605549,-0.0029978862591087,0.0,0.0,0.0
700,0.0,0.0,0.0,-0.0187445765555793,-0.0194509112234435,-0.0030345079947762,0.0,0.0,0.0
800,0.0,0.0,0.0,-0.0182082700492137,-0.0186655023390084,-0.0030731486147314,0.0,0.0,0.0
900,0.0,0.0,0.0,-0.0183193095668096,-0.0188893879566228,-0.0032635469535233,0.0,0.0,0.0
1000,0.0,0.0,0.0,-0.0184435602277517,-0.0191338714212179,-0.0034570423886179,0.0,0.0,0.0
1100,0.0,0.0,0.0,-0.0181912882253527,-0.0187872368842363,-0.0032380688935517,-0.007174954819249155,-0.009266246517203314,0.0
1200,0.0,0.0,0.0,-0.0179390162229537,-0.0184406023472547,-0.0030190953984856,-0.01434990963849831,-0.018532493741729716,0.0
1300,0.0,0.0,0.0,-0.0179390162229537,-0.0184406023472547,-0.0030190953984856,-0.01434990963849831,-0.018532493741729716,0.0
1400,0.0,0.0,0.0,-0.0171520803123712,-0.0173563826829195,-0.0027142253238707,-0.01434990963849831,0.0,0.0
1500,0.0,0.0,0.0,-0.0191407417048616,-0.0207519303859755,-0.002709922913259,-0.00724599436630661,-0.009174501761299858,2.4969458446312364e-05
1600,0.0,0.0,0.0,-0.021129403097352,-0.0241474780890315,-0.0027056205026473,-0.00014207909411490877,-0.018349003522599716,4.993891689262473e-05
